module,legacyKey,normalizedKey,leaf,originalFirstSeg,currentRepoMatches,decision,evalReason
"job","job.jobLog.logSerial","job.job_log.log_serial","log_serial","job","","废弃","模块 ""job"" 为旧项目特有功能,新项目无对应实现"
"job","job.jobLog.taskGroup","job.job_log.task_group","task_group","job","","废弃","模块 ""job"" 为旧项目特有功能,新项目无对应实现"
"job","job.jobLog.invokeMethod","job.job_log.invoke_method","invoke_method","job","","废弃","模块 ""job"" 为旧项目特有功能,新项目无对应实现"
"job","job.jobLog.executeStatus","job.job_log.execute_status","execute_status","job","","废弃","模块 ""job"" 为旧项目特有功能,新项目无对应实现"
"job","job.jobLog.exceptionInfo","job.job_log.exception_info","exception_info","job","","废弃","模块 ""job"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData","dict_data","dict_data","dictData","","废弃","命名空间根标识 ""dictData"" 无实际文案内容,无需迁移"
"dict_data","dictData.dictCode","dict_data.dict_code","dict_code","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.dictLabel","dict_data.dict_label","dict_label","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.inputDictLabel","dict_data.input_dict_label","input_dict_label","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.dictValue","dict_data.dict_value","dict_value","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.inputDictValue","dict_data.input_dict_value","input_dict_value","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.dictSort","dict_data.dict_sort","dict_sort","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.inputDictSort","dict_data.input_dict_sort","input_dict_sort","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.dictType","dict_data.dict_type","dict_type","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.dictName","dict_data.dict_name","dict_name","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.inputDictName","dict_data.input_dict_name","input_dict_name","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.cssClass","dict_data.css_class","css_class","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.inputCssClass","dict_data.input_css_class","input_css_class","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.listClass","dict_data.list_class","list_class","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.inputListClass","dict_data.input_list_class","input_list_class","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.inputRemark","dict_data.input_remark","input_remark","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.addDictData","dict_data.add_dict_data","add_dict_data","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.editDictData","dict_data.edit_dict_data","edit_dict_data","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.dictLabelRequired","dict_data.dict_label_required","dict_label_required","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.dictValueRequired","dict_data.dict_value_required","dict_value_required","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.dictSortRequired","dict_data.dict_sort_required","dict_sort_required","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.confirmDeleteDictData","dict_data.confirm_delete_dict_data","confirm_delete_dict_data","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"dict_data","dictData.modifySuccess","dict_data.modify_success","modify_success","dictData","","废弃","模块 ""dict_data"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.id","zhs_user.id","id","zhs_user","models.billing.transactions.id | models.chats.table.id | aiWorld.admin.sites.table.id","重写已迁移","leaf ""id"" 已在当前仓库其他模块下用新 key 实现,无需补迁移"
"zhs_user","zhs_user.inputToken","zhs_user.input_token","input_token","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputOpenId","zhs_user.input_open_id","input_open_id","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputNickname","zhs_user.input_nickname","input_nickname","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputUserName","zhs_user.input_user_name","input_user_name","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.userPassword","zhs_user.user_password","user_password","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputUserPassword","zhs_user.input_user_password","input_user_password","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputAvatar","zhs_user.input_avatar","input_avatar","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputCard","zhs_user.input_card","input_card","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputPhone","zhs_user.input_phone","input_phone","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputInviteCode","zhs_user.input_invite_code","input_invite_code","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputParentId","zhs_user.input_parent_id","input_parent_id","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputBalance","zhs_user.input_balance","input_balance","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputTotalEarnings","zhs_user.input_total_earnings","input_total_earnings","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputCreatedAt","zhs_user.input_created_at","input_created_at","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputUpdatedAt","zhs_user.input_updated_at","input_updated_at","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.isVip","zhs_user.is_vip","is_vip","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputIsVip","zhs_user.input_is_vip","input_is_vip","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.identityTypy","zhs_user.identity_typy","identity_typy","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputIdentityTypy","zhs_user.input_identity_typy","input_identity_typy","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.commissionRatio","zhs_user.commission_ratio","commission_ratio","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputCommissionRatio","zhs_user.input_commission_ratio","input_commission_ratio","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.tokenQuantity","zhs_user.token_quantity","token_quantity","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inputTokenQuantity","zhs_user.input_token_quantity","input_token_quantity","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.addZhsUser","zhs_user.add_zhs_user","add_zhs_user","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.editZhsUser","zhs_user.edit_zhs_user","edit_zhs_user","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.openIdRequired","zhs_user.open_id_required","open_id_required","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.inviteCodeRequired","zhs_user.invite_code_required","invite_code_required","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.totalEarningsRequired","zhs_user.total_earnings_required","total_earnings_required","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.modifySuccess","zhs_user.modify_success","modify_success","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"zhs_user","zhs_user.confirmDeleteZhsUser","zhs_user.confirm_delete_zhs_user","confirm_delete_zhs_user","zhs_user","","废弃","模块 ""zhs_user"" 为旧项目特有功能,新项目无对应实现"
"us","us","us","us","us","","废弃","命名空间根标识 ""us"" 无实际文案内容,无需迁移"
"us","us.id","us.id","id","us","models.billing.transactions.id | models.chats.table.id | aiWorld.admin.sites.table.id","重写已迁移","leaf ""id"" 已在当前仓库其他模块下用新 key 实现,无需补迁移"
"us","us.inputNetwork","us.input_network","input_network","us","","废弃","模块 ""us"" 为旧项目特有功能,新项目无对应实现"
"us","us.inputPhone","us.input_phone","input_phone","us","","废弃","模块 ""us"" 为旧项目特有功能,新项目无对应实现"
"us","us.socialMedia","us.social_media","social_media","us","","废弃","模块 ""us"" 为旧项目特有功能,新项目无对应实现"
"us","us.inputSocialMedia","us.input_social_media","input_social_media","us","","废弃","模块 ""us"" 为旧项目特有功能,新项目无对应实现"
"us","us.inputExperience","us.input_experience","input_experience","us","","废弃","模块 ""us"" 为旧项目特有功能,新项目无对应实现"
"us","us.inputDescription","us.input_description","input_description","us","","废弃","模块 ""us"" 为旧项目特有功能,新项目无对应实现"
"us","us.addUs","us.add_us","add_us","us","","废弃","模块 ""us"" 为旧项目特有功能,新项目无对应实现"
"us","us.editUs","us.edit_us","edit_us","us","","废弃","模块 ""us"" 为旧项目特有功能,新项目无对应实现"
"us","us.modifySuccess","us.modify_success","modify_success","us","","废弃","模块 ""us"" 为旧项目特有功能,新项目无对应实现"
"us","us.dataItem","us.data_item","data_item","us","","废弃","模块 ""us"" 为旧项目特有功能,新项目无对应实现"
"user_avatar","userAvatar","user_avatar","user_avatar","userAvatar","","废弃","命名空间根标识 ""userAvatar"" 无实际文案内容,无需迁移"
"user_avatar","userAvatar.fileFormatError","user_avatar.file_format_error","file_format_error","userAvatar","","废弃","模块 ""user_avatar"" 为旧项目特有功能,新项目无对应实现"
"user_avatar","userAvatar.modifySuccess","user_avatar.modify_success","modify_success","userAvatar","","废弃","模块 ""user_avatar"" 为旧项目特有功能,新项目无对应实现"
"reset_pwd","resetPwd.inputOldPassword","reset_pwd.input_old_password","input_old_password","resetPwd","","废弃","模块 ""reset_pwd"" 为旧项目特有功能,新项目无对应实现"
"reset_pwd","resetPwd.oldPasswordRequired","reset_pwd.old_password_required","old_password_required","resetPwd","","废弃","模块 ""reset_pwd"" 为旧项目特有功能,新项目无对应实现"
"reset_pwd","resetPwd.inputNewPassword","reset_pwd.input_new_password","input_new_password","resetPwd","","废弃","模块 ""reset_pwd"" 为旧项目特有功能,新项目无对应实现"
"reset_pwd","resetPwd.newPasswordLength","reset_pwd.new_password_length","new_password_length","resetPwd","","废弃","模块 ""reset_pwd"" 为旧项目特有功能,新项目无对应实现"
"reset_pwd","resetPwd.newPasswordInvalid","reset_pwd.new_password_invalid","new_password_invalid","resetPwd","","废弃","模块 ""reset_pwd"" 为旧项目特有功能,新项目无对应实现"
"reset_pwd","resetPwd.inputConfirmPassword","reset_pwd.input_confirm_password","input_confirm_password","resetPwd","","废弃","模块 ""reset_pwd"" 为旧项目特有功能,新项目无对应实现"
"reset_pwd","resetPwd.confirmPasswordMismatch","reset_pwd.confirm_password_mismatch","confirm_password_mismatch","resetPwd","","废弃","模块 ""reset_pwd"" 为旧项目特有功能,新项目无对应实现"
"reset_pwd","resetPwd.modifySuccess","reset_pwd.modify_success","modify_success","resetPwd","","废弃","模块 ""reset_pwd"" 为旧项目特有功能,新项目无对应实现"
"auth_user_role","authUserRole","auth_user_role","auth_user_role","authUserRole","","废弃","命名空间根标识 ""authUserRole"" 无实际文案内容,无需迁移"
"auth_user_role","authUserRole.inputUserName","auth_user_role.input_user_name","input_user_name","authUserRole","","废弃","模块 ""auth_user_role"" 为旧项目特有功能,新项目无对应实现"
"auth_user_role","authUserRole.phonenumber","auth_user_role.phonenumber","phonenumber","authUserRole","members.memberSetting.phoneNumber | memberSetting.phoneNumber","重写已迁移","leaf ""phonenumber"" 已在当前仓库其他模块下用新 key 实现,无需补迁移"
"auth_user_role","authUserRole.inputPhonenumber","auth_user_role.input_phonenumber","input_phonenumber","authUserRole","","废弃","模块 ""auth_user_role"" 为旧项目特有功能,新项目无对应实现"
"auth_user_role","authUserRole.cancelAuthAll","auth_user_role.cancel_auth_all","cancel_auth_all","authUserRole","","废弃","模块 ""auth_user_role"" 为旧项目特有功能,新项目无对应实现"
"auth_user_role","authUserRole.cancelAuth","auth_user_role.cancel_auth","cancel_auth","authUserRole","","废弃","模块 ""auth_user_role"" 为旧项目特有功能,新项目无对应实现"
"auth_user_role","authUserRole.confirmCancelAuth","auth_user_role.confirm_cancel_auth","confirm_cancel_auth","authUserRole","","废弃","模块 ""auth_user_role"" 为旧项目特有功能,新项目无对应实现"
"auth_user_role","authUserRole.confirmCancelAuthAll","auth_user_role.confirm_cancel_auth_all","confirm_cancel_auth_all","authUserRole","","废弃","模块 ""auth_user_role"" 为旧项目特有功能,新项目无对应实现"
"auth_user_role","authUserRole.cancelAuthSuccess","auth_user_role.cancel_auth_success","cancel_auth_success","authUserRole","","废弃","模块 ""auth_user_role"" 为旧项目特有功能,新项目无对应实现"
"select_user","selectUser","select_user","select_user","selectUser","","废弃","命名空间根标识 ""selectUser"" 无实际文案内容,无需迁移"
"select_user","selectUser.inputUserName","select_user.input_user_name","input_user_name","selectUser","","废弃","模块 ""select_user"" 为旧项目特有功能,新项目无对应实现"
"select_user","selectUser.phonenumber","select_user.phonenumber","phonenumber","selectUser","members.memberSetting.phoneNumber | memberSetting.phoneNumber","重写已迁移","leaf ""phonenumber"" 已在当前仓库其他模块下用新 key 实现,无需补迁移"
"select_user","selectUser.inputPhonenumber","select_user.input_phonenumber","input_phonenumber","selectUser","","废弃","模块 ""select_user"" 为旧项目特有功能,新项目无对应实现"
"select_user","selectUser.pleaseSelectUser","select_user.please_select_user","please_select_user","selectUser","","废弃","模块 ""select_user"" 为旧项目特有功能,新项目无对应实现"
"gen","gen","gen","gen","gen","","废弃","命名空间根标识 ""gen"" 无实际文案内容,无需迁移"
"gen","gen.tableName","gen.table_name","table_name","gen","","废弃","模块 ""gen"" 为旧项目特有功能,新项目无对应实现"
"gen","gen.inputTableName","gen.input_table_name","input_table_name","gen","","废弃","模块 ""gen"" 为旧项目特有功能,新项目无对应实现"
"gen","gen.tableComment","gen.table_comment","table_comment","gen","","废弃","模块 ""gen"" 为旧项目特有功能,新项目无对应实现"
"gen","gen.inputTableComment","gen.input_table_comment","input_table_comment","gen","","废弃","模块 ""gen"" 为旧项目特有功能,新项目无对应实现"
"gen","gen.className","gen.class_name","class_name","gen","","废弃","模块 ""gen"" 为旧项目特有功能,新项目无对应实现"
"gen","gen.serialNumber","gen.serial_number","serial_number","gen","","废弃","模块 ""gen"" 为旧项目特有功能,新项目无对应实现"
"gen","gen.generateCode","gen.generate_code","generate_code","gen","","废弃","模块 ""gen"" 为旧项目特有功能,新项目无对应实现"
"gen","gen.codePreview","gen.code_preview","code_preview","gen","","废弃","模块 ""gen"" 为旧项目特有功能,新项目无对应实现"
"gen","gen.pleaseSelectTable","gen.please_select_table","please_select_table","gen","","废弃","模块 ""gen"" 为旧项目特有功能,新项目无对应实现"
"gen","gen.confirmSync","gen.confirm_sync","confirm_sync","gen","","废弃","模块 ""gen"" 为旧项目特有功能,新项目无对应实现"
"import_table","importTable","import_table","import_table","importTable","","废弃","命名空间根标识 ""importTable"" 无实际文案内容,无需迁移"
"import_table","importTable.tableName","import_table.table_name","table_name","importTable","","废弃","模块 ""import_table"" 为旧项目特有功能,新项目无对应实现"
"import_table","importTable.inputTableName","import_table.input_table_name","input_table_name","importTable","","废弃","模块 ""import_table"" 为旧项目特有功能,新项目无对应实现"
"import_table","importTable.tableComment","import_table.table_comment","table_comment","importTable","","废弃","模块 ""import_table"" 为旧项目特有功能,新项目无对应实现"
"import_table","importTable.inputTableComment","import_table.input_table_comment","input_table_comment","importTable","","废弃","模块 ""import_table"" 为旧项目特有功能,新项目无对应实现"
"import_table","importTable.pleaseSelectTable","import_table.please_select_table","please_select_table","importTable","","废弃","模块 ""import_table"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo","gen_info","gen_info","genInfo","","废弃","命名空间根标识 ""genInfo"" 无实际文案内容,无需迁移"
"gen_info","genInfo.tplCategory","gen_info.tpl_category","tpl_category","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.crud","gen_info.crud","crud","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.tree","gen_info.tree","tree","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.sub","gen_info.sub","sub","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.tplWebType","gen_info.tpl_web_type","tpl_web_type","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.elementUi","gen_info.element_ui","element_ui","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.elementPlus","gen_info.element_plus","element_plus","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.packageName","gen_info.package_name","package_name","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.packageNameTip","gen_info.package_name_tip","package_name_tip","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.moduleName","gen_info.module_name","module_name","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.moduleNameTip","gen_info.module_name_tip","module_name_tip","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.businessName","gen_info.business_name","business_name","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.businessNameTip","gen_info.business_name_tip","business_name_tip","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.functionName","gen_info.function_name","function_name","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.functionNameTip","gen_info.function_name_tip","function_name_tip","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.genType","gen_info.gen_type","gen_type","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.genTypeTip","gen_info.gen_type_tip","gen_type_tip","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.zip","gen_info.zip","zip","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.customPath","gen_info.custom_path","custom_path","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.parentMenu","gen_info.parent_menu","parent_menu","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.parentMenuTip","gen_info.parent_menu_tip","parent_menu_tip","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.pleaseSelectMenu","gen_info.please_select_menu","please_select_menu","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.customPathLabel","gen_info.custom_path_label","custom_path_label","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.customPathTip","gen_info.custom_path_tip","custom_path_tip","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.recentPath","gen_info.recent_path","recent_path","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.restoreDefaultPath","gen_info.restore_default_path","restore_default_path","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.otherInfo","gen_info.other_info","other_info","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.treeCode","gen_info.tree_code","tree_code","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.treeCodeTip","gen_info.tree_code_tip","tree_code_tip","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.treeParentCode","gen_info.tree_parent_code","tree_parent_code","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.treeParentCodeTip","gen_info.tree_parent_code_tip","tree_parent_code_tip","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.treeName","gen_info.tree_name","tree_name","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.treeNameTip","gen_info.tree_name_tip","tree_name_tip","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.relationInfo","gen_info.relation_info","relation_info","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.subTableName","gen_info.sub_table_name","sub_table_name","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.subTableNameTip","gen_info.sub_table_name_tip","sub_table_name_tip","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.subTableFkName","gen_info.sub_table_fk_name","sub_table_fk_name","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.subTableFkNameTip","gen_info.sub_table_fk_name_tip","sub_table_fk_name_tip","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.pleaseSelectTemplate","gen_info.please_select_template","please_select_template","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.pleaseInputPackagePath","gen_info.please_input_package_path","please_input_package_path","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.pleaseInputModuleName","gen_info.please_input_module_name","please_input_module_name","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.pleaseInputBusinessName","gen_info.please_input_business_name","please_input_business_name","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"gen_info","genInfo.pleaseInputFunctionName","gen_info.please_input_function_name","please_input_function_name","genInfo","","废弃","模块 ""gen_info"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable","edit_table","edit_table","editTable","","废弃","命名空间根标识 ""editTable"" 无实际文案内容,无需迁移"
"edit_table","editTable.columnInfo","edit_table.column_info","column_info","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.genInfo","edit_table.gen_info","gen_info","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.serialNumber","edit_table.serial_number","serial_number","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.columnComment","edit_table.column_comment","column_comment","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.physicalType","edit_table.physical_type","physical_type","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.javaType","edit_table.java_type","java_type","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.javaProperty","edit_table.java_property","java_property","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.insert","edit_table.insert","insert","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.queryMode","edit_table.query_mode","query_mode","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.displayType","edit_table.display_type","display_type","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.textInput","edit_table.text_input","text_input","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.textArea","edit_table.text_area","text_area","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.dateControl","edit_table.date_control","date_control","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.imageUpload","edit_table.image_upload","image_upload","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.richText","edit_table.rich_text","rich_text","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.dictType","edit_table.dict_type","dict_type","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"edit_table","editTable.formValidationError","edit_table.form_validation_error","form_validation_error","editTable","","废弃","模块 ""edit_table"" 为旧项目特有功能,新项目无对应实现"
"basic_info_form","basicInfoForm","basic_info_form","basic_info_form","basicInfoForm","","废弃","命名空间根标识 ""basicInfoForm"" 无实际文案内容,无需迁移"
"basic_info_form","basicInfoForm.tableName","basic_info_form.table_name","table_name","basicInfoForm","","废弃","模块 ""basic_info_form"" 为旧项目特有功能,新项目无对应实现"
"basic_info_form","basicInfoForm.inputTableName","basic_info_form.input_table_name","input_table_name","basicInfoForm","","废弃","模块 ""basic_info_form"" 为旧项目特有功能,新项目无对应实现"
"basic_info_form","basicInfoForm.tableComment","basic_info_form.table_comment","table_comment","basicInfoForm","","废弃","模块 ""basic_info_form"" 为旧项目特有功能,新项目无对应实现"
"basic_info_form","basicInfoForm.inputTableComment","basic_info_form.input_table_comment","input_table_comment","basicInfoForm","","废弃","模块 ""basic_info_form"" 为旧项目特有功能,新项目无对应实现"
"basic_info_form","basicInfoForm.className","basic_info_form.class_name","class_name","basicInfoForm","","废弃","模块 ""basic_info_form"" 为旧项目特有功能,新项目无对应实现"
"basic_info_form","basicInfoForm.inputClassName","basic_info_form.input_class_name","input_class_name","basicInfoForm","","废弃","模块 ""basic_info_form"" 为旧项目特有功能,新项目无对应实现"
